ORDER_ITEM_SK,ORDER_FK,PRODUCT_FK,EMPLOYEE_FK,CUSTOMER_FK,SHIPPER_FK,ORDER_DATE,SHIP_DATE,REQUIRED_DELIVERY_DATE,DISCOUNT_PCT,UNIT_PRICE,QUANTITY,GROSS_TOTAL,NET_TOTAL,FREIGHT_ALLOCATED,HAD_DISCOUNT,ORDER_NUMBER,RECIPIENT_NAME,RECIPIENT_CITY,RECIPIENT_REGION,RECIPIENT_COUNTRY,LOADED_AT
f4ca0e370e7a151862e81e05745af9cf,10514,56,3,ERNSH,2,2013-04-22,2013-05-16,2013-05-20,0.00,3800,70,2660.00,2660.00,158.00,N,LEG-10514,Ernst Handel,Graz,Western Europe,AUSTRIA,2024-12-24 11:38:08
b5f78224aa32d36a675476b4abac1ba5,10514,75,3,ERNSH,2,2013-04-22,2013-05-16,2013-05-20,0.00,775,50,387.50,387.50,158.00,N,LEG-10514,Ernst Handel,Graz,Western Europe,AUSTRIA,2025-01-10 21:13:02
3aa18f1bcbb2718d985fd64c4a13b5e3,10515,9,2,QUICK,1,2013-04-23,2013-05-23,2013-05-07,0.15,9700,16,1552.00,1319.20,40.80,Y,LEG-10515,QUICK-Stop,Cunewalde,Western Europe,GERMANY,2024-12-31 07:53:02
ed41ca73a6fc3967f772e7f6051fc7e8,10515,16,2,QUICK,1,2013-04-23,2013-05-23,2013-05-07,0.00,1745,50,872.50,872.50,40.80,N,LEG-10515,QUICK-Stop,Cunewalde,Western Europe,GERMANY,2024-12-28 07:54:28
8e425684ecaf39014301794ba4b60e1c,10515,27,2,QUICK,1,2013-04-23,2013-05-23,2013-05-07,0.00,4390,120,5268.00,5268.00,40.80,N,LEG-10515,QUICK-Stop,Cunewalde,Western Europe,GERMANY,2024-12-23 11:26:17
0ef68a81f8501df15231ef58d3eeaea6,10516,18,2,HUNGO,3,2013-04-24,2013-05-01,2013-05-22,0.10,6250,25,1562.50,1406.25,21.00,Y,LEG-10516,Hungry Owl All-Night Grocers  ,Cork,British Isles,IRELAND,2025-01-11 08:32:36
39800fc2684e5eeb2b7575ecd0c0e821,10517,70,3,NORTS,3,2013-04-24,2013-04-29,2013-05-22,0.00,1500,6,90.00,90.00,10.67,N,LEG-10517,North/South  ,London,British Isles,UK,2025-01-10 19:29:40
8faeb2e537cb1b6bf68d321f50ee790f,10518,24,4,TORTU,2,2013-04-25,2013-05-05,2013-05-09,0.00,450,5,22.50,22.50,72.67,N,LEG-10518,Tortuga Restaurante,México D.F.,Central America,MEXICO,2024-12-28 09:50:06
cc13968df14a36c53a64f49bb8f3457f,10518,38,4,TORTU,2,2013-04-25,2013-05-05,2013-05-09,0.00,26350,15,3952.50,3952.50,72.67,N,LEG-10518,Tortuga Restaurante,México D.F.,Central America,MEXICO,2024-12-19 11:46:52
bf40b88039c8a0bfe71cd5af11600c97,10518,44,4,TORTU,2,2013-04-25,2013-05-05,2013-05-09,0.00,1945,9,175.05,175.05,72.67,N,LEG-10518,Tortuga Restaurante  ,México D.F.,Central America,MEXICO,2024-12-19 05:42:16
e71104fd81e60be86ea11af8a47255d5,10519,10,6,CHOPS,3,2013-04-28,2013-05-01,2013-05-26,0.05,3100,16,496.00,471.20,30.67,Y,LEG-10519,Chop-suey Chinese,Bern,Western Europe,SWITZERLAND,2025-01-09 13:35:25
79b1a3c8678cb72609032badd152cb0a,10519,56,6,CHOPS,3,2013-04-28,2013-05-01,2013-05-26,0.00,3800,40,1520.00,1520.00,30.67,N,LEG-10519,Chop-suey Chinese,Bern,Western Europe,SWITZERLAND,2024-12-25 23:14:35
f7ce6fb60cf1be7fa5d8a57ab2bc0c9b,10519,60,6,CHOPS,3,2013-04-28,2013-05-01,2013-05-26,0.05,3400,10,340.00,323.00,30.67,Y,LEG-10519,Chop-suey Chinese,Bern,Western Europe,SWITZERLAND,2025-01-13 00:03:40
f0c67bc297cd6c5cd167cb13df35d69d,10520,53,7,SANTG,1,2013-04-29,2013-05-01,2013-05-27,0.00,3280,5,164.00,164.00,6.50,N,LEG-10520,Santé Gourmet,Stavern,Scandinavia,NORWAY,2024-12-17 08:28:18
3b393b0a2ec8514e164780fb0c02ab02,10521,35,8,CACTU,2,2013-04-29,2013-05-02,2013-05-27,0.00,1800,3,54.00,54.00,5.67,N,LEG-10521,Cactus Comidas para llevar,Buenos Aires,South America,ARGENTINA,2025-01-10 11:17:48
0625c2ad7756bddbf1f5c7860771cb37,10521,41,8,CACTU,2,2013-04-29,2013-05-02,2013-05-27,0.00,965,10,96.50,96.50,5.67,N,LEG-10521,Cactus Comidas para llevar,Buenos Aires,South America,ARGENTINA,2025-01-05 04:08:29
696b22fc2664c3ea106fc58f0f6c14ca,10521,68,8,CACTU,2,2013-04-29,2013-05-02,2013-05-27,0.00,1250,6,75.00,75.00,5.67,N,LEG-10521,Cactus Comidas para llevar,Buenos Aires,South America,ARGENTINA,2024-12-23 02:12:32
625d3936d38b24c7d886175898b3e50d,10522,8,4,LEHMS,1,2013-04-30,2013-05-06,2013-05-28,0.00,4000,24,960.00,960.00,11.25,N,LEG-10522,Lehmanns Marktstand,Frankfurt a.M.,Western Europe,GERMANY,2025-01-10 05:55:00
ad4c7b9fade929d674d9bf34361ebf1c,10522,30,4,LEHMS,1,2013-04-30,2013-05-06,2013-05-28,0.20,2589,20,517.80,414.24,11.25,Y,LEG-10522,Lehmanns Marktstand,Frankfurt a.M.,Western Europe,GERMANY,2024-12-19 11:54:14
07f100b8898b58ebd31f19c29519bdc9,10523,17,7,SEVES,2,2013-05-01,2013-05-30,2013-05-29,0.10,3900,25,975.00,877.50,19.50,Y,LEG-10523,Seven Seas Imports,London,British Isles,UK,2025-01-01 23:26:41
ba5de1bd6622eba5251b65777a27c0c8,10523,20,7,SEVES,2,2013-05-01,2013-05-30,2013-05-29,0.10,8100,15,1215.00,1093.50,19.50,Y,LEG-10523,Seven Seas Imports,London,British Isles,UK,2024-12-25 16:02:53
8b3f2bc826bc834416f0ba4a836becf8,10523,41,7,SEVES,2,2013-05-01,2013-05-30,2013-05-29,0.10,965,6,57.90,52.11,19.50,Y,LEG-10523,Seven Seas Imports,London,British Isles,UK,2024-12-16 17:08:08
d2a42b4b6bc6cbcebe5501ad8471de68,10524,10,1,BERGS,2,2013-05-01,2013-05-07,2013-05-29,0.00,3100,2,62.00,62.00,61.25,N,LEG-10524,Berglunds snabbköp,Luleå,Northern Europe,SWEDEN,2024-12-19 11:21:05
c907bb1a080f6974934054571066e67d,10524,30,1,BERGS,2,2013-05-01,2013-05-07,2013-05-29,0.00,2589,10,258.90,258.90,61.25,N,LEG-10524,Berglunds snabbköp  ,Luleå,Northern Europe,SWEDEN,2025-01-02 12:24:03
df7c549303c64d6307057b95950ba3f0,10524,43,1,BERGS,2,2013-05-01,2013-05-07,2013-05-29,0.00,4600,60,2760.00,2760.00,61.25,N,LEG-10524,Berglunds snabbköp  ,Luleå,Northern Europe,SWEDEN,2025-01-02 05:37:01
06c9d0f578aaf002e5f138df0614463a,10524,54,1,BERGS,2,2013-05-01,2013-05-07,2013-05-29,0.00,745,15,111.75,111.75,61.25,N,LEG-10524,Berglunds snabbköp,Luleå,Northern Europe,SWEDEN,2024-12-31 12:00:25
e11ea912142e43da4b9fe9e8ccb7b1c6,10525,36,1,BONAP,2,2013-05-02,2013-05-23,2013-05-30,0.00,1900,30,570.00,570.00,5.50,N,LEG-10525,Bon app',Marseille,Western Europe,FRANCE,2024-12-29 11:01:42
1be68d65f362c7632c2ee26d3edd343a,10525,40,1,BONAP,2,2013-05-02,2013-05-23,2013-05-30,0.10,1840,15,276.00,248.40,5.50,Y,LEG-10525,Bon app'  ,Marseille,Western Europe,FRANCE,2025-01-08 13:06:00
f07c0fbc95ee6af7c5731428f69e84d5,10526,1,4,WARTH,2,2013-05-05,2013-05-15,2013-06-02,0.15,1800,8,144.00,122.40,19.67,Y,LEG-10526,Wartian Herkku,Oulu,Scandinavia,FINLAND,2024-12-27 01:03:09
513eeb8b1c2a8e71c36b8df9b979fa8f,10526,13,4,WARTH,2,2013-05-05,2013-05-15,2013-06-02,0.00,600,10,60.00,60.00,19.67,N,LEG-10526,Wartian Herkku  ,Oulu,Scandinavia,FINLAND,2025-01-14 00:16:55
6b25467343e2ebed26df87483dc4ad4d,10527,4,7,QUICK,1,2013-05-05,2013-05-07,2013-06-02,0.10,2200,50,1100.00,990.00,21.00,Y,LEG-10527,QUICK-Stop  ,Cunewalde,Western Europe,GERMANY,2024-12-20 17:56:35
f681406e572ea3896fcb2e1d406b2e51,10527,36,7,QUICK,1,2013-05-05,2013-05-07,2013-06-02,0.10,1900,30,570.00,513.00,21.00,Y,LEG-10527,QUICK-Stop,Cunewalde,Western Europe,GERMANY,2024-12-26 02:51:35
2694b9b7c4e5714a3e17658c2b6620ad,10528,33,6,GREAL,2,2013-05-06,2013-05-09,2013-05-20,0.20,250,8,20.00,16.00,1.00,Y,LEG-10528,Great Lakes Food Market,Eugene,North America,USA,2025-01-07 20:36:18
4d6437ef43ca8b3c9cfffbd7a7bbc39e,10529,55,5,MAISD,2,2013-05-07,2013-05-09,2013-06-04,0.00,2400,14,336.00,336.00,22.33,N,LEG-10529,Maison Dewey,Bruxelles,Western Europe,BELGIUM,2024-12-30 18:04:00
57ee0749b1497b0f80e62f62f0ca8823,10529,68,5,MAISD,2,2013-05-07,2013-05-09,2013-06-04,0.00,1250,20,250.00,250.00,22.33,N,LEG-10529,Maison Dewey,Bruxelles,Western Europe,BELGIUM,2024-12-18 22:42:21
861d2fc19abe328b49380f3b579856ff,10529,69,5,MAISD,2,2013-05-07,2013-05-09,2013-06-04,0.00,3600,10,360.00,360.00,22.33,N,LEG-10529,Maison Dewey,Bruxelles,Western Europe,BELGIUM,2025-01-12 22:42:23
16201e406682cbf49cd767aaf4a64e28,10530,43,3,PICCO,2,2013-05-08,2013-05-12,2013-06-05,0.00,4600,25,1150.00,1150.00,84.75,N,LEG-10530,Piccolo und mehr,Salzburg,Western Europe,AUSTRIA,2024-12-16 12:09:59
f65f96207737a1e7dd2bf84c8e4761a6,10530,61,3,PICCO,2,2013-05-08,2013-05-12,2013-06-05,0.00,2850,20,570.00,570.00,84.75,N,LEG-10530,Piccolo und mehr  ,Salzburg,Western Europe,AUSTRIA,2025-01-11 12:57:03
2640fcf6d7fa12ac9fbb28be87d0830d,10530,76,3,PICCO,2,2013-05-08,2013-05-12,2013-06-05,0.00,1800,50,900.00,900.00,84.75,N,LEG-10530,Piccolo und mehr,Salzburg,Western Europe,AUSTRIA,2024-12-25 21:59:14
2c46419fdf252da4bac4810689335733,10532,66,7,EASTC,3,2013-05-09,2013-05-12,2013-06-06,0.00,1700,24,408.00,408.00,37.00,N,LEG-10532,Eastern Connection,London,British Isles,UK,2024-12-25 00:58:53
92a27e388a31eef9e5b1792073bf26a1,10533,4,8,FOLKO,1,2013-05-12,2013-05-22,2013-06-09,0.05,2200,50,1100.00,1045.00,62.67,Y,LEG-10533,Folk och fä HB,Bräcke,Northern Europe,SWEDEN,2025-01-05 00:50:39
89f08f3e1bab4995211457b83bfc0069,10533,72,8,FOLKO,1,2013-05-12,2013-05-22,2013-06-09,0.00,3480,24,835.20,835.20,62.67,N,LEG-10533,Folk och fä HB,Bräcke,Northern Europe,SWEDEN,2025-01-09 23:23:35
aec76096709ad2a64e5553d786742b7f,10533,73,8,FOLKO,1,2013-05-12,2013-05-22,2013-06-09,0.05,1500,24,360.00,342.00,62.67,Y,LEG-10533,Folk och fä HB,Bräcke,Northern Europe,SWEDEN,2025-01-10 02:48:15
c0e025176462e7afe265497651bc0515,10534,30,8,LEHMS,2,2013-05-12,2013-05-14,2013-06-09,0.00,2589,10,258.90,258.90,9.33,N,LEG-10534,Lehmanns Marktstand,Frankfurt a.M.,Western Europe,GERMANY,2024-12-17 16:56:55
edf832ee025d9930373e464c71e5b1e8,10534,40,8,LEHMS,2,2013-05-12,2013-05-14,2013-06-09,0.20,1840,10,184.00,147.20,9.33,Y,LEG-10534,Lehmanns Marktstand,Frankfurt a.M.,Western Europe,GERMANY,2024-12-31 12:39:56
5e2d8543136f42e0da868e32e845e99f,10535,11,4,ANTO,1,2013-05-13,2013-05-21,2013-06-10,0.10,2100,50,1050.00,945.00,4.00,Y,LEG-10535,Antonio Moreno Taquería  ,México D.F.,Central America,MEXICO,2024-12-27 07:29:06
3e0ace830f2371513ce7781215ef0ad3,10535,40,4,ANTO,1,2013-05-13,2013-05-21,2013-06-10,0.10,1840,10,184.00,165.60,4.00,Y,LEG-10535,Antonio Moreno Taquería,México D.F.,Central America,MEXICO,2025-01-12 20:10:28
bf6e1f9acb2a75979c72c1f95fb70e5d,10535,57,4,ANTO,1,2013-05-13,2013-05-21,2013-06-10,0.10,1950,5,97.50,87.75,4.00,Y,LEG-10535,Antonio Moreno Taquería  ,México D.F.,Central America,MEXICO,2024-12-31 20:49:16
ab00c764a7fcbf9bff8b87fb3ff90f17,10535,59,4,ANTO,1,2013-05-13,2013-05-21,2013-06-10,0.10,5500,15,825.00,742.50,4.00,Y,LEG-10535,Antonio Moreno Taquería,México D.F.,Central America,MEXICO,2025-01-08 20:06:36
ecbe217dc453fd33d67b265597d7afd1,10536,12,3,LEHMS,2,2013-05-14,2013-06-06,2013-06-11,0.25,3800,15,570.00,427.50,14.75,Y,LEG-10536,Lehmanns Marktstand,Frankfurt a.M.,Western Europe,GERMANY,2025-01-01 10:46:11
542ecc69f0ad16c28a9cbef50784c8e1,10536,31,3,LEHMS,2,2013-05-14,2013-06-06,2013-06-11,0.00,1250,20,250.00,250.00,14.75,N,LEG-10536,Lehmanns Marktstand,Frankfurt a.M.,Western Europe,GERMANY,2025-01-15 02:59:39
54b47463b8c2b41f6a75547fea1d5609,10536,33,3,LEHMS,2,2013-05-14,2013-06-06,2013-06-11,0.00,250,30,75.00,75.00,14.75,N,LEG-10536,Lehmanns Marktstand,Frankfurt a.M.,Western Europe,GERMANY,2024-12-25 14:15:02
09defd11c82099233855e43b7317ef86,10346,56,3,RATTC,3,2012-11-05,2012-11-08,2012-12-17,0.00,3344,20,668.80,668.80,71.00,N,LEG-10346,Rattlesnake Canyon Grocery,Albuquerque,North America,USA,2024-12-28 01:01:35
be0159182d2a537b0eed75aa82212c4c,10350,69,6,LAMAI,2,2012-11-11,2012-12-03,2012-12-09,0.10,3168,18,570.24,513.22,32.00,Y,LEG-10350,La maison d'Asie,Toulouse,Western Europe,FRANCE,2025-01-04 07:54:06
28898e0f64c46d285b7a24e517f45773,10351,65,1,ERNSH,1,2012-11-11,2012-11-20,2012-12-09,0.05,1344,10,134.40,127.68,40.50,Y,LEG-10351,Ernst Handel,Graz,Western Europe,AUSTRIA,2024-12-29 07:21:56
f76eee01c1fe58bcb8d25b0fd5ec80c9,10355,24,6,AROUT,1,2012-11-15,2012-11-20,2012-12-13,0.00,324,25,81.00,81.00,21.00,N,LEG-10355,Around the Horn  ,Colchester,British Isles,UK,2025-01-13 10:42:52
b0bb19e80b848614a6436aeece58d573,10356,31,6,WANDK,2,2012-11-18,2012-11-27,2012-12-16,0.00,1200,30,360.00,360.00,12.33,N,LEG-10356,Die Wandernde Kuh,Stuttgart,Western Europe,GERMANY,2024-12-24 04:20:51
311a2dd0c04b7cc929fb13a43b582a44,10359,16,5,SEVES,3,2012-11-21,2012-11-26,2012-12-19,0.05,1668,56,934.08,887.38,96.00,Y,LEG-10359,Seven Seas Imports,London,British Isles,UK,2024-12-31 07:15:29
b3b7bcadc123419b4e398af30d615137,10362,51,3,BONAP,1,2012-11-25,2012-11-28,2012-12-23,0.00,3816,20,763.20,763.20,32.00,N,LEG-10362,Bon app',Marseille,Western Europe,FRANCE,2024-12-18 15:56:28
361c2c664b3e77b1067892622eca9d22,10370,64,6,CHOPS,2,2012-12-03,2012-12-27,2012-12-31,0.00,2128,30,638.40,638.40,0.33,N,LEG-10370,Chop-suey Chinese,Bern,Western Europe,SWITZERLAND,2024-12-26 05:21:05
5b52bb68518160ec99a7cae101739c25,10370,74,6,CHOPS,2,2012-12-03,2012-12-27,2012-12-31,0.15,800,20,160.00,136.00,0.33,Y,LEG-10370,Chop-suey Chinese,Bern,Western Europe,SWITZERLAND,2024-12-26 20:06:12
c31722c6154bf94fd0c5e3f135672bb4,10372,20,5,QUEE,2,2012-12-04,2012-12-09,2013-01-01,0.25,5184,12,622.08,466.56,222.75,Y,LEG-10372,Queen Cozinha  ,Sao Paulo,South America,BRAZIL,2024-12-30 17:37:04
c5be2d0ad2147c9dfa9e14bb15db9ad5,10372,38,5,QUEE,2,2012-12-04,2012-12-09,2013-01-01,0.25,16864,40,6745.60,5059.20,222.75,Y,LEG-10372,Queen Cozinha,Sao Paulo,South America,BRAZIL,2024-12-24 03:56:54
6cca8f70788742b1de3182e58923fed3,10374,58,1,WOLZA,3,2012-12-05,2012-12-09,2013-01-02,0.00,1272,15,190.80,190.80,2.00,N,LEG-10374,Wolski Zajazd,Warszawa,Eastern Europe,POLAND,2024-12-28 22:24:40
1b7083a03161b074e7c45a8e780a34fd,10378,71,5,FOLKO,3,2012-12-10,2012-12-19,2013-01-07,0.00,1548,6,92.88,92.88,5.00,N,LEG-10378,Folk och fä HB  ,Bräcke,Northern Europe,SWEDEN,2025-01-10 08:39:38
3d82b1813f4b17bb6fe0ca4892485f53,10382,18,4,ERNSH,1,2012-12-13,2012-12-16,2013-01-10,0.00,5500,9,495.00,495.00,19.00,N,LEG-10382,Ernst Handel,Graz,Western Europe,AUSTRIA,2024-12-17 21:54:55
694749d4a5f67b2ae4f2737042d52f93,10388,52,2,SEVES,1,2012-12-19,2012-12-20,2013-01-16,0.20,672,20,134.40,107.52,11.67,Y,LEG-10388,Seven Seas Imports,London,British Isles,UK,2025-01-11 16:22:11
abf7803b728b69203d372275d918933c,10393,25,1,SAVEA,3,2012-12-25,2013-01-03,2013-01-22,0.25,1008,7,70.56,52.92,25.40,Y,LEG-10393,Save-a-lot Markets,Boise,North America,USA,2024-12-31 10:30:15
172c165590af0fa361e3698a40b0ed34,10400,49,1,EASTC,3,2013-01-01,2013-01-16,2013-01-29,0.00,1440,30,432.00,432.00,28.00,N,LEG-10400,Eastern Connection,London,British Isles,UK,2025-01-04 17:51:00
5458e5a926cfb6d258b9fe2790de414c,10401,71,1,RATTC,1,2013-01-01,2013-01-10,2013-01-29,0.00,1548,60,928.80,928.80,3.25,N,LEG-10401,Rattlesnake Canyon Grocery,Albuquerque,North America,USA,2025-01-07 08:06:41
8091d74db9a6bdac20c5d0862f8e82da,10407,69,2,OTTIK,2,2013-01-07,2013-01-30,2013-02-04,0.00,3456,15,518.40,518.40,30.33,N,LEG-10407,Ottilies Käseladen  ,Köln,Western Europe,GERMANY,2025-01-09 23:08:58
dcf468b2fdd0cff51945f5e5d7cbd768,10410,33,3,BOTTM,3,2013-01-10,2013-01-15,2013-02-07,0.00,180,49,88.20,88.20,1.00,N,LEG-10410,Bottom-Dollar Markets,Tsawassen,North America,CANADA,2025-01-06 02:05:09
749b0e899b96325a838ac84809c31677,10411,44,9,BOTTM,3,2013-01-10,2013-01-21,2013-02-07,0.20,1860,40,744.00,595.20,8.00,Y,LEG-10411,Bottom-Dollar Markets,Tsawassen,North America,CANADA,2024-12-29 12:56:54
eb825f4cb355a2c80612d825dc5ac8ba,10416,19,8,WARTH,3,2013-01-16,2013-01-27,2013-02-13,0.00,876,20,175.20,175.20,7.67,N,LEG-10416,Wartian Herkku,Oulu,Scandinavia,FINLAND,2025-01-08 07:55:44
1cbbbb5d5b39458918d1fb8d69d190ba,10417,68,4,SIMOB,3,2013-01-16,2013-01-28,2013-02-13,0.25,1000,36,360.00,270.00,17.50,Y,LEG-10417,Simons bistro,Kobenhavn,Northern Europe,DENMARK,2025-01-08 09:22:49
02583b9520182717845fae869b0000c5,10424,38,7,MEREP,2,2013-01-23,2013-01-27,2013-02-20,0.20,16864,49,8263.36,6610.69,123.67,Y,LEG-10424,Mère Paillarde,Montréal,North America,CANADA,2025-01-07 01:51:33
8e1df9aaed867ec2c6288e1f7b1bb0dc,10426,56,4,GALED,1,2013-01-27,2013-02-06,2013-02-24,0.00,3040,5,152.00,152.00,9.50,N,LEG-10426,Galería del gastronómo,Barcelona,Southern Europe,SPAIN,2025-01-11 20:12:26
87cf8e94ff090fdd7c9aa9b9c4ccab51,10426,64,4,GALED,1,2013-01-27,2013-02-06,2013-02-24,0.00,3192,7,223.44,223.44,9.50,N,LEG-10426,Galería del gastronómo,Barcelona,Southern Europe,SPAIN,2024-12-22 12:18:43
6dd1e48380c13d8bba7a78a523f66ffb,10431,47,4,BOTTM,2,2013-01-30,2013-02-07,2013-02-13,0.25,608,30,182.40,136.80,14.67,Y,LEG-10431,Bottom-Dollar Markets,Tsawassen,North America,CANADA,2024-12-19 03:12:03
35e17cba311bd5260e683179871fc2fe,10456,49,8,KOENE,2,2013-02-25,2013-02-28,2013-04-08,0.15,1920,21,403.20,342.72,4.00,Y,LEG-10456,Königlich Essen,Brandenburg,Western Europe,GERMANY,2024-12-24 16:59:15
4da284f4e11be45879462e1217263b52,10461,30,1,LILAS,3,2013-02-28,2013-03-05,2013-03-28,0.25,2484,28,695.52,521.64,49.67,Y,LEG-10461,LILA-Supermercado,Barquisimeto,South America,VENEZUELA,2024-12-19 02:19:10
d35b51e8c4a0c84ea50497b84d7a8e52,10465,29,1,VAFFE,3,2013-03-05,2013-03-14,2013-04-02,0.10,7920,18,1425.60,1283.04,29.00,Y,LEG-10465,Vaffeljernet,Århus,Northern Europe,DENMARK,2024-12-30 19:26:07
795c3fbc8a65bc699604537cd484a9eb,10465,40,1,VAFFE,3,2013-03-05,2013-03-14,2013-04-02,0.00,1470,20,294.00,294.00,29.00,N,LEG-10465,Vaffeljernet,Århus,Northern Europe,DENMARK,2024-12-31 03:40:18
557da7833a8b299b49ccc62306b35fb6,10465,50,1,VAFFE,3,2013-03-05,2013-03-14,2013-04-02,0.00,1040,25,260.00,260.00,29.00,N,LEG-10465,Vaffeljernet,Århus,Northern Europe,DENMARK,2025-01-12 04:26:27
208c48087829ff2d88728bf367a480ca,10467,24,8,MAGAA,2,2013-03-06,2013-03-11,2013-04-03,0.00,288,28,80.64,80.64,2.50,N,LEG-10467,Magazzini Alimentari Riuniti,Bergamo,Southern Europe,ITALY,2024-12-31 19:11:20
f9055310ae4da47c73cae176199ab8f0,10474,28,5,PERIC,2,2013-03-13,2013-03-21,2013-04-10,0.00,3276,18,589.68,589.68,20.75,N,LEG-10474,Pericles Comidas clásicas,México D.F.,Central America,MEXICO,2024-12-17 18:56:46
d44da0311bff4fe06f09adb459496ec1,10489,11,6,PICCO,2,2013-03-28,2013-04-09,2013-04-25,0.25,1512,15,226.80,170.10,2.50,Y,LEG-10489,Piccolo und mehr  ,Salzburg,Western Europe,AUSTRIA,2024-12-21 20:54:35
5dbc5fc0e9a90727459227a20bc65174,10497,77,7,LEHMS,1,2013-04-04,2013-04-07,2013-05-02,0.00,1248,25,312.00,312.00,12.00,N,LEG-10497,Lehmanns Marktstand  ,Frankfurt a.M.,Western Europe,GERMANY,2024-12-24 02:01:52
2be7cacc857b2fbe3265d46a818dc864,10498,24,8,HILAA,2,2013-04-07,2013-04-11,2013-05-05,0.00,405,14,56.70,56.70,10.00,N,LEG-10498,HILARION-Abastos,San Cristóbal,South America,VENEZUELA,2025-01-12 17:43:06
150c382749b33c0d590208df134d60ed,10499,49,4,LILAS,2,2013-04-08,2013-04-16,2013-05-06,0.00,1600,25,400.00,400.00,51.00,N,LEG-10499,LILA-Supermercado,Barquisimeto,South America,VENEZUELA,2025-01-01 13:31:52
7d01cc6b0f84a72c8a05a968364849ce,10502,53,2,PERIC,1,2013-04-10,2013-04-29,2013-05-08,0.00,3280,6,196.80,196.80,23.00,N,LEG-10502,Pericles Comidas clásicas  ,México D.F.,Central America,MEXICO,2025-01-11 02:47:50
c7c56c1600e3f2a460127cc1ab644637,10504,2,4,WHITC,3,2013-04-11,2013-04-18,2013-05-09,0.00,1710,12,205.20,205.20,14.75,N,LEG-10504,White Clover Markets,Seattle,North America,USA,2024-12-21 21:13:24
2fffbf00e77e62917df9084935a7cdab,10504,61,4,WHITC,3,2013-04-11,2013-04-18,2013-05-09,0.00,2850,25,712.50,712.50,14.75,N,LEG-10504,White Clover Markets,Seattle,North America,USA,2024-12-18 07:52:03
0bf7a7313e36e92b5b60872e6aacf933,10514,20,3,ERNSH,2,2013-04-22,2013-05-16,2013-05-20,0.00,8100,39,3159.00,3159.00,158.00,N,LEG-10514,Ernst Handel,Graz,Western Europe,AUSTRIA,2025-01-13 12:12:19
bca3da1965a99809dfa3f6b51d955df1,10515,33,2,QUICK,1,2013-04-23,2013-05-23,2013-05-07,0.15,225,16,36.00,30.60,40.80,Y,LEG-10515,QUICK-Stop,Cunewalde,Western Europe,GERMANY,2024-12-18 17:58:19
2011788d53010f03a6da94330fe5a8c8,10516,41,2,HUNGO,3,2013-04-24,2013-05-01,2013-05-22,0.10,869,80,695.20,625.68,21.00,Y,LEG-10516,Hungry Owl All-Night Grocers,Cork,British Isles,IRELAND,2024-12-30 21:23:40
bddeb3f2a1b6ed4f952348a14750132a,10517,52,3,NORTS,3,2013-04-24,2013-04-29,2013-05-22,0.00,840,6,50.40,50.40,10.67,N,LEG-10517,North/South,London,British Isles,UK,2024-12-22 03:51:54
4324ce21e2b9dc1090e767b6fb8b39f7,10522,1,4,LEHMS,1,2013-04-30,2013-05-06,2013-05-28,0.20,1620,40,648.00,518.40,11.25,Y,LEG-10522,Lehmanns Marktstand,Frankfurt a.M.,Western Europe,GERMANY,2025-01-12 11:54:43
f06f8594005488c6769393bb850c9591,10522,40,4,LEHMS,1,2013-04-30,2013-05-06,2013-05-28,0.20,2208,25,552.00,441.60,11.25,Y,LEG-10522,Lehmanns Marktstand,Frankfurt a.M.,Western Europe,GERMANY,2024-12-29 19:51:58
c52f549c41e04f9afd4ed2db890145aa,10523,37,7,SEVES,2,2013-05-01,2013-05-30,2013-05-29,0.10,2340,18,421.20,379.08,19.50,Y,LEG-10523,Seven Seas Imports,London,British Isles,UK,2025-01-11 09:44:58
23eae4e0949771998594e00abe784005,10526,56,4,WARTH,2,2013-05-05,2013-05-15,2013-06-02,0.15,4560,30,1368.00,1162.80,19.67,Y,LEG-10526,Wartian Herkku,Oulu,Scandinavia,FINLAND,2025-01-07 02:57:16
2907eb795fb87843677089c3699e83ec,10528,72,6,GREAL,2,2013-05-06,2013-05-09,2013-05-20,0.00,2784,9,250.56,250.56,1.00,N,LEG-10528,Great Lakes Food Market  ,Eugene,North America,USA,2024-12-25 05:58:29
6c4154c2470f89706a68a9c6a68a0455,10530,17,3,PICCO,2,2013-05-08,2013-05-12,2013-06-05,0.00,3510,40,1404.00,1404.00,84.75,N,LEG-10530,Piccolo und mehr,Salzburg,Western Europe,AUSTRIA,2024-12-21 01:24:58
7dc498cf2137f0baccb08a429dca9727,10534,54,8,LEHMS,2,2013-05-12,2013-05-14,2013-06-09,0.20,596,10,59.60,47.68,9.33,Y,LEG-10534,Lehmanns Marktstand,Frankfurt a.M.,Western Europe,GERMANY,2025-01-07 19:02:51
db513348970da94fe3de6cdce7859c15,10351,41,1,ERNSH,1,2012-11-11,2012-11-20,2012-12-09,0.00,770,13,100.10,100.10,40.50,N,LEG-10351,Ernst Handel,Graz,Western Europe,AUSTRIA,2025-01-01 18:24:19
38e49d2d9d8d9be7efd6bfeb95653dcb,10358,36,5,LAMAI,1,2012-11-20,2012-11-27,2012-12-18,0.05,2432,20,486.40,462.08,6.67,Y,LEG-10358,La maison d'Asie,Toulouse,Western Europe,FRANCE,2024-12-30 01:46:26
